ind,movieId,rating,timestamp
5512253,491,2.0,2013-12-26 13:27:59
5512254,427,3.5,2013-12-26 13:28:04
5512255,373,3.5,2013-12-26 13:28:08
5512256,260,5.0,2013-12-26 13:28:40
5512257,593,5.0,2013-12-26 13:34:09
5512258,296,5.0,2013-12-26 13:35:02
5512259,608,4.5,2013-12-26 13:38:19
5512260,364,4.5,2013-12-26 13:43:57
5512261,711,3.5,2013-12-26 13:48:42
5512262,318,5.0,2013-12-26 13:49:43
5512263,527,5.0,2013-12-26 13:49:58
5512264,912,4.5,2013-12-26 13:50:04
5512265,296,4.0,2013-12-26 13:52:39
5512266,870,2.5,2013-12-26 13:53:20
5512267,441,5.0,2013-12-26 13:54:45
5512268,213,4.0,2013-12-26 14:00:17
5512269,356,4.0,2013-12-26 14:01:28
5512270,293,4.0,2013-12-26 14:01:35
5512271,589,4.0,2013-12-26 14:18:11
5512272,597,3.5,2013-12-26 14:20:35
5512273,1036,4.0,2013-12-26 14:21:35
5512274,208,3.0,2013-12-26 14:21:45
5512275,586,3.5,2013-12-26 14:21:59
5512276,745,4.0,2013-12-26 14:56:29
5512277,468,4.0,2013-12-26 15:06:05
5512278,306,4.5,2013-12-26 15:07:00
5512279,307,4.0,2013-12-26 15:08:10
5512280,18,4.0,2013-12-26 15:13:26
5512281,60,4.0,2013-12-26 15:15:36
5512282,799,4.5,2013-12-26 15:16:16
5512283,1025,4.0,2013-12-26 15:16:53
5512284,203,4.5,2013-12-26 15:16:59
5512285,858,0.5,2013-12-26 15:18:38
5512286,912,4.5,2013-12-26 15:19:04
5512287,260,1.0,2013-12-26 15:20:28
5512288,745,5.0,2013-12-26 15:20:33
5512289,593,4.0,2013-12-26 15:21:08
5512290,296,2.5,2013-12-26 15:21:58
5512291,903,4.5,2013-12-26 15:22:36
5512292,446,4.0,2013-12-26 15:26:42
5512293,482,4.0,2013-12-26 15:36:44
5512294,529,4.0,2013-12-26 15:46:29
5512295,50,4.0,2013-12-26 15:47:08
5512296,590,4.0,2013-12-26 15:48:21
5512297,367,5.0,2013-12-26 16:05:56
5512298,308,4.0,2013-12-26 16:08:33
5512299,47,3.5,2013-12-26 16:16:04
5512300,288,3.5,2013-12-26 16:16:46
5512301,648,3.0,2013-12-26 16:16:52
5512302,367,3.5,2013-12-26 16:17:33
5512303,364,3.5,2013-12-26 16:17:44
5512304,480,3.5,2013-12-26 16:18:07
5512305,587,3.5,2013-12-26 16:18:42
5512306,910,4.5,2013-12-26 17:18:15
5512307,296,3.0,2013-12-26 17:18:51
5512308,111,4.5,2013-12-26 17:19:33
5512309,919,4.0,2013-12-26 17:24:22
5512310,356,3.0,2013-12-26 17:26:12
5512311,480,3.5,2013-12-26 17:26:23
5512312,593,3.5,2013-12-26 17:26:26
5512313,1,3.5,2013-12-26 17:26:30
5512314,32,4.5,2013-12-26 17:27:29
5512315,231,1.5,2013-12-26 17:39:05
5512316,367,3.5,2013-12-26 17:39:11
5512317,608,4.5,2013-12-26 17:41:30
5512318,924,4.5,2013-12-26 17:42:26
5512319,933,4.0,2013-12-26 18:21:39
5512320,1,4.0,2013-12-26 18:26:07
5512321,589,4.0,2013-12-26 19:02:27
5512322,110,5.0,2013-12-26 19:02:32
5512323,500,5.0,2013-12-26 19:04:21
5512324,231,4.0,2013-12-26 19:04:34
5512325,597,4.0,2013-12-26 19:04:53
5512326,380,4.0,2013-12-26 19:05:50
5512327,32,3.5,2013-12-26 19:20:19
5512328,780,3.0,2013-12-26 19:28:58
5512329,356,4.0,2013-12-26 20:36:33
5512330,480,4.5,2013-12-26 20:36:39
5512331,260,4.5,2013-12-26 20:36:44
5512332,1,4.5,2013-12-26 20:36:47
5512333,589,4.5,2013-12-26 20:36:51
5512334,592,3.0,2013-12-26 20:37:02
5512335,380,4.0,2013-12-26 20:37:24
5512336,608,4.0,2013-12-26 20:37:30
5512337,47,4.0,2013-12-26 20:37:42
5512338,377,3.5,2013-12-26 20:37:48
5512339,858,3.0,2013-12-26 20:37:53
5512340,539,3.5,2013-12-26 20:38:49
5512341,39,1.5,2013-12-26 20:39:18
5512342,454,4.5,2013-12-26 20:39:28
5512343,141,3.5,2013-12-26 20:39:56
5512344,95,3.5,2013-12-26 20:40:13
5512345,223,2.5,2013-12-26 20:40:40
5512346,778,4.0,2013-12-26 20:40:47
5512347,2,3.5,2013-12-26 20:41:44
5512348,551,4.0,2013-12-26 20:42:50
5512349,741,5.0,2013-12-26 21:19:06
5512350,910,4.0,2013-12-26 21:25:19
5512351,830,4.0,2013-12-26 21:28:00
5512352,661,3.5,2013-12-26 21:28:04
5512353,374,3.5,2013-12-26 21:31:31
5512354,648,2.0,2013-12-26 21:47:28
5512355,357,3.5,2013-12-26 21:50:40
5512356,194,3.5,2013-12-26 22:30:01
5512357,456,3.5,2013-12-26 22:34:00
5512358,41,5.0,2013-12-26 22:41:00
5512359,783,1.5,2013-12-26 23:53:14
5512360,44,2.0,2013-12-26 23:53:19
5512361,256,1.0,2013-12-26 23:53:40
5512362,318,4.5,2013-12-27 00:06:48
5512363,858,5.0,2013-12-27 00:06:53
5512364,50,4.5,2013-12-27 00:06:56
5512365,527,4.0,2013-12-27 00:06:59
5512366,1,3.5,2013-12-27 00:08:37
5512367,919,2.5,2013-12-27 00:09:05
5512368,260,4.0,2013-12-27 00:43:05
5512369,596,3.0,2013-12-27 00:46:42
5512370,110,5.0,2013-12-27 00:47:00
5512371,480,3.5,2013-12-27 00:47:10
5512372,356,4.0,2013-12-27 00:47:58
5512373,899,4.0,2013-12-27 00:50:17
5512374,926,4.5,2013-12-27 00:51:43
5512375,745,4.0,2013-12-27 00:52:10
5512376,296,4.0,2013-12-27 00:52:51
5512377,898,4.0,2013-12-27 00:53:08
5512378,608,0.5,2013-12-27 00:53:59
5512379,916,4.5,2013-12-27 00:55:07
5512380,911,4.5,2013-12-27 00:55:54
5512381,955,4.5,2013-12-27 00:56:22
5512382,306,1.5,2013-12-27 01:40:17
5512383,105,5.0,2013-12-27 01:51:42
5512384,455,4.0,2013-12-27 01:52:20
5512385,105,4.0,2013-12-27 01:55:12
5512386,508,4.0,2013-12-27 01:55:16
5512387,858,2.5,2013-12-27 01:57:34
5512388,898,4.0,2013-12-27 02:01:32
5512389,953,5.0,2013-12-27 02:04:36
5512390,110,4.5,2013-12-27 02:05:10
5512391,356,5.0,2013-12-27 02:06:22
5512392,48,3.0,2013-12-27 02:07:24
5512393,947,3.5,2013-12-27 02:07:33
5512394,5,5.0,2013-12-27 02:07:34
5512395,1059,3.0,2013-12-27 02:08:06
5512396,531,3.0,2013-12-27 02:08:25
5512397,318,5.0,2013-12-27 02:08:37
5512398,457,4.5,2013-12-27 02:09:13
5512399,934,5.0,2013-12-27 02:09:16
5512400,919,5.0,2013-12-27 02:10:48
5512401,356,3.5,2013-12-27 02:13:07
5512402,912,2.5,2013-12-27 02:16:43
5512403,318,5.0,2013-12-27 02:17:46
5512404,780,4.0,2013-12-27 02:21:44
5512405,527,3.5,2013-12-27 02:21:47
5512406,590,2.5,2013-12-27 02:21:54
5512407,364,4.0,2013-12-27 02:22:23
5512408,595,4.0,2013-12-27 02:22:27
5512409,500,3.5,2013-12-27 02:22:36
5512410,597,5.0,2013-12-27 02:22:45
5512411,39,4.0,2013-12-27 02:23:43
5512412,919,4.0,2013-12-27 02:24:18
5512413,266,4.0,2013-12-27 02:25:55
5512414,920,3.0,2013-12-27 02:26:15
5512415,1035,5.0,2013-12-27 02:26:58
5512416,1028,4.0,2013-12-27 02:27:01
5512417,277,4.0,2013-12-27 02:29:10
5512418,837,4.5,2013-12-27 02:35:19
5512419,262,4.5,2013-12-27 02:40:00
5512420,1015,2.0,2013-12-27 02:44:16
5512421,236,4.0,2013-12-27 02:49:51
5512422,455,3.5,2013-12-27 02:51:28
5512423,60,3.5,2013-12-27 02:55:38
5512424,237,3.0,2013-12-27 02:58:44
5512425,492,4.0,2013-12-27 03:01:43
5512426,356,5.0,2013-12-27 03:02:26
5512427,608,3.5,2013-12-27 03:02:48
5512428,595,3.5,2013-12-27 03:02:59
5512429,364,4.5,2013-12-27 03:03:03
5512430,318,4.5,2013-12-27 03:03:40
5512431,858,4.0,2013-12-27 03:03:43
5512432,527,4.5,2013-12-27 03:03:54
5512433,260,4.0,2013-12-27 03:05:04
5512434,296,4.5,2013-12-27 03:06:28
5512435,608,4.0,2013-12-27 03:07:07
5512436,923,3.0,2013-12-27 03:07:51
5512437,908,3.0,2013-12-27 03:08:05
5512438,28,4.0,2013-12-27 03:08:36
5512439,47,3.5,2013-12-27 03:10:05
5512440,356,4.0,2013-12-27 03:10:21
5512441,778,4.0,2013-12-27 03:12:01
5512442,475,3.5,2013-12-27 03:16:40
5512443,917,3.0,2013-12-27 03:16:45
5512444,337,3.5,2013-12-27 03:17:41
5512445,508,3.5,2013-12-27 03:17:46
5512446,300,3.5,2013-12-27 03:18:01
5512447,1060,4.0,2013-12-27 03:18:24
5512448,17,4.0,2013-12-27 03:18:37
5512449,555,3.5,2013-12-27 03:20:01
5512450,318,5.0,2013-12-27 03:21:08
5512451,780,4.0,2013-12-27 03:22:46
5512452,38,2.5,2013-12-27 03:33:17
5512453,356,3.5,2013-12-27 03:36:58
5512454,256,3.0,2013-12-27 03:42:35
5512455,585,0.5,2013-12-27 03:42:44
5512456,216,0.5,2013-12-27 03:45:16
5512457,24,4.5,2013-12-27 03:46:11
5512458,318,5.0,2013-12-27 03:47:49
5512459,858,5.0,2013-12-27 03:47:53
5512460,750,1.0,2013-12-27 03:48:43
5512461,593,3.0,2013-12-27 03:50:19
5512462,296,5.0,2013-12-27 03:50:56
5512463,587,4.5,2013-12-27 04:06:53
5512464,1035,5.0,2013-12-27 04:08:46
5512465,590,4.0,2013-12-27 04:09:07
5512466,150,4.5,2013-12-27 04:09:11
5512467,480,4.0,2013-12-27 04:09:20
5512468,185,4.0,2013-12-27 04:28:44
5512469,318,4.5,2013-12-27 04:37:08
5512470,593,4.5,2013-12-27 04:41:52
5512471,519,3.0,2013-12-27 04:42:30
5512472,81,4.0,2013-12-27 04:43:48
5512473,356,4.5,2013-12-27 04:44:03
5512474,436,2.5,2013-12-27 04:53:19
5512475,162,4.0,2013-12-27 04:57:54
5512476,551,5.0,2013-12-27 05:06:44
5512477,592,4.0,2013-12-27 06:02:47
5512478,199,5.0,2013-12-27 07:27:37
5512479,356,2.0,2013-12-27 07:32:23
5512480,32,5.0,2013-12-27 07:40:08
5512481,593,3.0,2013-12-27 07:40:45
5512482,318,3.0,2013-12-27 07:40:48
5512483,480,4.5,2013-12-27 09:21:28
5512484,780,3.5,2013-12-27 09:37:54
5512485,367,4.0,2013-12-27 09:55:45
5512486,364,5.0,2013-12-27 10:18:16
5512487,39,2.5,2013-12-27 10:49:56
5512488,2,2.0,2013-12-27 10:50:00
5512489,101,3.0,2013-12-27 12:08:46
5512490,29,3.5,2013-12-27 13:27:35
5512491,904,4.5,2013-12-27 13:36:31
5512492,858,4.5,2013-12-27 13:42:19
5512493,260,4.5,2013-12-27 13:44:30
5512494,296,4.0,2013-12-27 13:45:27
5512495,923,3.5,2013-12-27 13:45:49
5512496,912,4.0,2013-12-27 14:07:54
5512497,778,3.5,2013-12-27 14:07:57
5512498,736,3.0,2013-12-27 14:08:09
5512499,500,5.0,2013-12-27 14:10:06
5512500,922,4.0,2013-12-27 14:33:33
5512501,24,3.5,2013-12-27 19:28:06
5512502,524,1.5,2013-12-27 19:28:15
5512503,719,2.0,2013-12-27 19:28:31
5512504,610,4.0,2013-12-27 19:29:36
5512505,318,4.0,2013-12-27 19:32:51
5512506,858,4.5,2013-12-27 19:32:58
5512507,50,4.0,2013-12-27 19:33:01
5512508,527,4.0,2013-12-27 19:33:11
5512509,924,4.0,2013-12-27 19:35:24
5512510,541,5.0,2013-12-27 19:35:26
5512511,260,4.0,2013-12-27 19:35:48
5512512,951,4.5,2013-12-27 19:37:10
5512513,720,4.5,2013-12-27 19:37:38
5512514,595,2.5,2013-12-27 20:18:53
5512515,1022,2.5,2013-12-27 20:19:05
5512516,594,2.5,2013-12-27 20:19:07
5512517,539,4.5,2013-12-27 20:19:17
5512518,539,3.0,2013-12-27 20:19:25
5512519,364,2.5,2013-12-27 20:19:36
5512520,596,2.5,2013-12-27 20:19:51
5512521,1032,2.5,2013-12-27 20:19:55
5512522,1029,2.5,2013-12-27 20:20:00
5512523,914,3.5,2013-12-27 20:20:05
5512524,920,4.5,2013-12-27 20:20:20
5512525,586,3.5,2013-12-27 20:20:26
5512526,1,2.5,2013-12-27 20:21:17
5512527,911,4.0,2013-12-27 20:22:34
5512528,899,4.0,2013-12-27 20:23:53
5512529,534,5.0,2013-12-27 20:34:40
5512530,319,4.0,2013-12-27 20:46:24
5512531,1019,4.0,2013-12-27 20:46:47
5512532,1020,4.0,2013-12-27 20:47:13
5512533,799,3.5,2013-12-27 20:47:16
5512534,910,4.0,2013-12-27 20:47:20
5512535,616,4.5,2013-12-27 20:47:36
5512536,382,3.5,2013-12-27 20:47:43
5512537,455,2.5,2013-12-27 20:47:48
5512538,222,4.0,2013-12-27 20:48:19
5512539,318,5.0,2013-12-27 20:48:46
5512540,880,4.5,2013-12-27 20:48:50
5512541,50,4.0,2013-12-27 20:49:00
5512542,527,4.0,2013-12-27 20:49:03
5512543,6,4.0,2013-12-27 20:50:44
5512544,837,3.5,2013-12-27 20:53:36
5512545,374,2.0,2013-12-27 20:53:53
5512546,381,3.0,2013-12-27 20:54:11
5512547,46,4.0,2013-12-27 20:54:28
5512548,364,2.0,2013-12-27 20:56:27
5512549,485,3.5,2013-12-27 22:02:50
5512550,1029,3.5,2013-12-27 22:04:15
5512551,65,1.5,2013-12-27 22:06:26
5512552,50,5.0,2013-12-27 22:08:07
5512553,317,4.0,2013-12-27 22:08:41
5512554,260,4.0,2013-12-27 22:09:37
5512555,593,4.0,2013-12-27 22:10:16
5512556,858,3.5,2013-12-27 22:12:47
5512557,296,4.5,2013-12-27 22:14:05
5512558,541,4.5,2013-12-27 22:14:43
5512559,923,3.0,2013-12-27 22:15:06
5512560,111,2.5,2013-12-27 22:15:24
5512561,899,4.0,2013-12-27 22:18:19
5512562,910,5.0,2013-12-27 22:18:24
5512563,47,4.5,2013-12-27 22:19:22
5512564,356,4.0,2013-12-27 22:20:08
5512565,778,3.5,2013-12-27 22:21:53
5512566,457,4.0,2013-12-27 22:22:40
5512567,19,1.5,2013-12-27 22:23:12
5512568,97,4.5,2013-12-27 22:23:30
5512569,480,4.5,2013-12-27 22:27:47
5512570,111,4.0,2013-12-27 22:35:43
5512571,915,4.5,2013-12-27 22:37:20
5512572,296,4.5,2013-12-27 22:43:33
5512573,971,4.0,2013-12-27 22:50:47
5512574,741,5.0,2013-12-27 22:57:14
5512575,293,4.5,2013-12-28 00:57:30
5512576,595,4.5,2013-12-28 01:28:07
5512577,1019,3.5,2013-12-28 01:29:40
5512578,953,4.5,2013-12-28 01:30:51
5512579,50,4.0,2013-12-28 01:34:12
5512580,527,4.5,2013-12-28 01:34:19
5512581,150,4.5,2013-12-28 01:35:32
5512582,508,4.0,2013-12-28 01:35:40
5512583,356,4.5,2013-12-28 01:35:44
5512584,953,5.0,2013-12-28 01:35:47
5512585,110,3.5,2013-12-28 01:36:06
5512586,529,5.0,2013-12-28 01:36:14
5512587,457,5.0,2013-12-28 01:36:36
5512588,1,5.0,2013-12-28 01:37:24
5512589,337,5.0,2013-12-28 01:37:51
5512590,589,4.5,2013-12-28 01:40:17
5512591,608,5.0,2013-12-28 01:40:24
5512592,428,4.5,2013-12-28 01:41:05
5512593,745,5.0,2013-12-28 01:41:40
5512594,1036,3.5,2013-12-28 01:42:57
5512595,296,5.0,2013-12-28 01:43:48
5512596,32,5.0,2013-12-28 01:43:59
5512597,950,3.5,2013-12-28 01:46:05
5512598,1028,3.5,2013-12-28 01:54:31
5512599,914,5.0,2013-12-28 01:55:29
5512600,720,2.5,2013-12-28 01:55:54
5512601,1027,1.0,2013-12-28 01:56:30
5512602,1035,4.0,2013-12-28 01:57:24
5512603,349,4.0,2013-12-28 01:57:31
5512604,933,4.0,2013-12-28 01:59:19
5512605,235,3.5,2013-12-28 02:00:23
5512606,364,4.0,2013-12-28 02:03:25
5512607,902,3.5,2013-12-28 02:08:14
5512608,915,3.5,2013-12-28 02:08:28
5512609,919,4.5,2013-12-28 02:08:34
5512610,912,4.0,2013-12-28 02:09:02
5512611,590,5.0,2013-12-28 02:10:13
5512612,293,4.0,2013-12-28 02:10:47
5512613,969,4.0,2013-12-28 02:11:42
5512614,908,5.0,2013-12-28 02:12:14
5512615,923,2.5,2013-12-28 02:12:44
5512616,380,4.5,2013-12-28 02:13:47
5512617,247,3.0,2013-12-28 02:31:28
5512618,1,5.0,2013-12-28 02:37:02
5512619,5,4.0,2013-12-28 02:44:44
5512620,485,3.0,2013-12-28 02:44:56
5512621,475,3.0,2013-12-28 02:46:17
5512622,1042,4.0,2013-12-28 02:46:46
5512623,720,4.0,2013-12-28 02:46:49
5512624,858,5.0,2013-12-28 02:47:52
5512625,527,4.5,2013-12-28 02:47:56
5512626,260,4.5,2013-12-28 02:50:52
5512627,589,5.0,2013-12-28 02:54:16
5512628,32,5.0,2013-12-28 02:54:23
5512629,480,4.5,2013-12-28 02:54:33
5512630,541,4.5,2013-12-28 02:54:58
5512631,741,4.5,2013-12-28 02:55:15
5512632,720,4.0,2013-12-28 03:09:20
5512633,968,3.5,2013-12-28 03:09:55
5512634,608,4.0,2013-12-28 03:14:33
5512635,50,4.0,2013-12-28 03:15:41
5512636,527,4.0,2013-12-28 03:16:32
5512637,909,4.0,2013-12-28 03:17:25
5512638,905,3.5,2013-12-28 03:23:28
5512639,913,4.5,2013-12-28 03:26:04
5512640,903,4.0,2013-12-28 03:28:09
5512641,678,3.5,2013-12-28 03:29:36
5512642,923,4.5,2013-12-28 03:30:56
5512643,356,3.0,2013-12-28 03:36:53
5512644,933,4.0,2013-12-28 03:38:03
5512645,924,5.0,2013-12-28 03:42:59
5512646,750,4.0,2013-12-28 03:43:46
5512647,457,4.0,2013-12-28 03:46:21
5512648,293,4.0,2013-12-28 03:48:07
5512649,778,3.5,2013-12-28 03:48:35
5512650,2,2.5,2013-12-28 03:49:07
5512651,923,3.0,2013-12-28 03:53:27
5512652,858,4.5,2013-12-28 04:02:15
5512653,589,4.0,2013-12-28 04:11:34
5512654,435,4.0,2013-12-28 04:16:18
5512655,515,4.0,2013-12-28 04:19:16
5512656,912,4.0,2013-12-28 04:39:55
5512657,16,4.0,2013-12-28 04:40:13
5512658,904,4.0,2013-12-28 04:42:01
5512659,908,4.0,2013-12-28 04:42:33
5512660,541,4.0,2013-12-28 04:55:12
5512661,318,4.0,2013-12-28 04:56:21
5512662,1060,4.0,2013-12-28 05:59:59
5512663,296,4.0,2013-12-28 06:12:03
5512664,480,4.0,2013-12-28 06:16:46
5512665,1,4.0,2013-12-28 06:16:50
